Unnamed: 0_wildfire,id,fire_number,year,discovered_date,date_wildfire,detection_agent_type,smoke_type,smoke_color,smoke_base_size,condition_of_smoke,latitude_wildfire,longitude_wildfire,dispatch_date,dispatched_resource,ia_getaway_time,assessment_datetime,assessment_size,assessment_result,assessment_resource,fire_spread_rate,fire_type,fuel_type,fire_position_on_slope,comments,general_cause,eco_zone_flag,wui_indicator,temperature,relative_humidity_wildfire,wind_direction,wind_speed,weather_conditions_over_fire,initial_action_by,ia_arrival_at_fire_date,ia_access,air_ff_start_date,air_ff_start_size,ground_ff_start_date,ground_ff_start_size,bucketing_on_fire,distance_from_water_source,first_bucket_drop_date,first_bh_date,first_bh_size,first_uc_date,first_uc_size,first_to_date,first_to_size,first_ex_date,first_ex_size_perimeter,current_size,size_class,ia_getaway_obj,ia_start_size_obj,first_burn_period_obj,contained_size_obj,geometry,FA_NAME,forest_area,hour_of_day,date_day,Unnamed: 0_weather,station_id,date_weather,update_timestamp,dry_bulb_temperature,dew_point,relative_humidity_weather,rain_mm,snow_cm,hail_mm,precipitation_mm,wind_speed_kmh,wind_gust_kmh,wind_azimuth,ffmc,dmc,dc,isi,bui,fwi,dsr,latitude_weather,longitude_weather
2371,15176,W07123,1998,8/5/1998 18:05,1998-08-05 18:06:00,LKT,LC,LG,,,55.8936,-115.7433,8/5/1998 18:06,Helitanker,3 minutes,8/6/1998 11:30,0.1,,,0.0,Ground,M2,Upper 1/3,3 men,Lightning,,N,,,W,20.0,Cloudy,Helitanker,,,,,,,,,,8/6/1998 12:00,0.1,8/6/1998 12:30,0.1,,,8/6/1998 12:50,0.1,0.1,A,N,Y,Y,Y,POINT (453533.8063873015 6192008.538948862),Slave Lake Forest Area,Slave Lake,18.1,1998-08-05,648650,GT,1998-08-05,,27.5,17.4,54.11,0.0,0.0,0.0,0.0,21.0,,225,85.7,36.2,498.1,6.7,61.3,18.5,4.76,55.9,-115.76
2386,15130,W05132,1998,8/5/1998 20:00,1998-08-05 20:00:00,LKT,I,LG,S,,55.5192,-114.8028,8/5/1998 20:00,Man-up Crew,5  minutes,8/5/1998 20:30,0.01,,,0.1,Surface,M2,Flat,,Lightning,,N,,,W,30.0,Clear,Man-up Crew,,,,,,,,,,8/6/1998 11:45,0.01,8/6/1998 11:45,0.01,,,8/6/1998 12:12,0.01,0.01,A,N,Y,N,Y,POINT (512446.1907603719 6150125.596849108),Slave Lake Forest Area,Slave Lake,20.0,1998-08-05,937049,MR,1998-08-05,,27.0,15.2,48.43,0.0,0.0,0.0,0.0,20.0,35.0,315,87.9,27.1,152.0,8.7,37.5,17.4,4.28,55.47,-114.79
2401,10927,W02007,1998,5/9/1998 14:00,1998-05-09 15:15:00,GRP,,,,,56.2928,-118.5753,5/9/1998 15:15,Forest Officer,10  minutes,5/9/1998 16:00,0.1,,,0.0,Surface,O1a,Flat,Nil,Resident,,N,,,NW,20.0,Cloudy,Forest Officer,,,,,,,,,,5/9/1998 16:01,0.1,5/9/1998 16:01,0.1,,,5/9/1998 17:10,0.1,0.1,A,N,Y,Y,Y,POINT (278848.8228899789 6241914.768176195),Peace River Forest Area,Peace River,15.25,1998-05-09,664819,HC,1998-05-09,,10.0,4.1,66.71,0.0,0.0,0.0,0.0,5.0,,135,86.3,52.4,239.0,3.3,67.7,11.3,1.97,56.2,-118.64
2418,19573,DA2034,1993,6/8/1993 13:10,1993-06-08 13:11:00,UNP,,,,,57.3843,-111.5963,6/8/1993 13:11,Man-up Crew,10  minutes,6/8/1993 14:50,1.0,,,,Ground,,,,Lightning,,N,,,,,,Man-up Crew,,,,,,,,,,6/8/1993 15:30,1.5,6/8/1993 15:30,1.5,,,6/8/1993 15:30,1.5,1.5,B,N,Y,Y,Y,POINT (704499.2698697638 6362739.366626863),Fort McMurray Forest Area,Fort McMurray,13.18333333,1993-06-08,171408,BM,1993-06-08,,26.0,10.0,36.0,0.0,0.0,0.0,0.0,15.0,,180,91.0,59.0,232.0,11.0,72.0,29.0,10.54,57.37,-111.54
2421,19576,DA2037,1993,6/8/1993 17:08,1993-06-08 17:09:00,LKT,,,,,57.844,-113.236,6/8/1993 17:09,HAC,10  minutes,6/8/1993 17:14,0.1,,,,Crown,,,,Lightning,,N,,,,,,HAC1H,,,,,,,,,,6/8/1993 17:14,0.1,6/8/1993 17:14,0.1,,,6/8/1993 18:00,0.1,0.1,A,Y,?,Y,Y,POINT (604672.6521030314 6410141.154959363),Fort McMurray Forest Area,Fort McMurray,17.15,1993-06-08,470820,ED,1993-06-08,,20.0,11.0,57.0,0.0,0.0,0.0,0.0,15.0,,90,87.0,46.0,146.0,6.0,51.0,16.0,3.68,57.85,-113.25
2422,19577,DA2038,1993,6/8/1993 15:13,1993-06-08 15:13:00,LKT,,,,,57.8059,-113.3488,6/8/1993 15:13,HAC,10  minutes,6/8/1993 15:33,0.1,,,,Surface,,,,Lightning,,N,,,,,,HAC1H,,,,,,,,,,6/8/1993 15:45,0.2,6/8/1993 15:45,0.2,,,6/8/1993 20:00,0.2,0.2,B,Y,?,Y,Y,POINT (598083.5649186852 6405733.028084084),Fort McMurray Forest Area,Fort McMurray,15.21666667,1993-06-08,470820,ED,1993-06-08,,20.0,11.0,57.0,0.0,0.0,0.0,0.0,15.0,,90,87.0,46.0,146.0,6.0,51.0,16.0,3.68,57.85,-113.25
2424,19579,DA2040,1993,6/8/1993 17:00,1993-06-08 17:00:00,LKT,,,,,57.8404,-113.2634,6/8/1993 17:00,HAC,10  minutes,6/8/1993 17:30,0.1,,,,Surface,,,,Lightning,,N,,,,,,HAC1H,,,,,,,,,,6/8/1993 20:00,0.1,6/8/1993 20:00,0.1,,,6/9/1993 9:00,0.1,0.1,A,Y,?,Y,Y,POINT (603057.2828021677 6409698.54954544),Fort McMurray Forest Area,Fort McMurray,17.0,1993-06-08,470820,ED,1993-06-08,,20.0,11.0,57.0,0.0,0.0,0.0,0.0,15.0,,90,87.0,46.0,146.0,6.0,51.0,16.0,3.68,57.85,-113.25
2440,19605,DB4005,1993,5/3/1993 19:33,1993-05-03 19:33:00,LKT,,,,,51.1486,-115.0329,,,,5/3/1993 19:50,0.1,,,,Surface,,,,Resident,,N,,,,,,Indian Reservation,,,,,,,,,,5/3/1993 20:32,0.1,5/3/1993 20:32,0.1,,,5/3/1993 20:47,0.1,0.1,A,,,Y,Y,POINT (497699.7230982496 5664083.048095856),Calgary Forest Area,Calgary,19.55,1993-05-03,183480,BP,1993-05-03,,4.0,-6.0,46.0,0.0,0.0,0.0,0.0,5.0,,315,,,,,,,,51.05,-115.08
2444,19611,DB5003,1993,7/19/1993 14:01,1993-07-19 14:01:00,LKT,,,,,51.7094,-115.3438,7/19/1993 14:01,HAC,60  minutes,7/19/1993 14:28,0.1,,,,Ground,,,,Lightning,,N,,,,,,HAC1H,,,,,,,,,,7/19/1993 14:28,0.1,7/19/1993 14:28,0.1,,,7/19/1993 15:35,0.1,0.1,A,Y,?,Y,Y,POINT (476254.9597457195 5726481.167188546),Rocky Mountain House Forest Area,Rocky Mountain House,14.01666667,1993-07-19,69816,B3,1993-07-19,,17.0,3.0,40.0,0.8,0.0,0.0,0.8,9.0,,270,83.0,7.0,86.0,3.0,12.0,3.0,0.19,51.65,-115.36
2451,21509,DB6008,1992,4/25/1992 0:20,1992-04-25 00:25:00,UNP,,,,,49.6167,-114.4434,,,,4/25/1992 0:35,0.1,,,,Surface,,,,Incendiary,,N,,,,,,Municipal District,,,,,,,,,,4/25/1992 1:00,0.1,4/25/1992 1:00,0.1,,,4/25/1992 7:00,0.1,0.1,A,,,Y,Y,POINT (540189.9465529368 5493964.487658938),Calgary Forest Area,Calgary,0.416666667,1992-04-25,191557,BQ,1992-04-25,,16.0,-4.0,24.0,0.0,0.0,0.0,0.0,21.0,,90,91.0,26.0,180.0,14.0,38.0,25.0,8.11,49.61,-114.45
2452,21511,DB6010,1992,5/1/1992 11:26,1992-05-01 11:28:00,LKT,,,,,49.8972,-114.3334,5/1/1992 11:28,HAC,10  minutes,5/1/1992 11:49,0.1,,,,Surface,,,,Lightning,,N,,,,,,HAC1H,,,,,,,,,,5/1/1992 11:49,0.1,5/1/1992 11:49,0.1,,,5/1/1992 12:55,0.1,0.1,A,Y,?,Y,Y,POINT (547855.7218284168 5525202.204055518),Calgary Forest Area,Calgary,11.46666667,1992-05-01,230893,C1,1992-05-01,,9.0,-9.0,29.0,0.5,0.0,0.0,0.5,10.0,,45,90.0,47.0,249.0,7.0,64.0,20.0,5.46,49.88,-114.38
2452,21511,DB6010,1992,5/1/1992 11:26,1992-05-01 11:28:00,LKT,,,,,49.8972,-114.3334,5/1/1992 11:28,HAC,10  minutes,5/1/1992 11:49,0.1,,,,Surface,,,,Lightning,,N,,,,,,HAC1H,,,,,,,,,,5/1/1992 11:49,0.1,5/1/1992 11:49,0.1,,,5/1/1992 12:55,0.1,0.1,A,Y,?,Y,Y,POINT (547855.7218284168 5525202.204055518),Calgary Forest Area,Calgary,11.46666667,1992-05-01,879022,LV,1992-05-01,,-1.0,,,0.0,0.0,0.0,0.0,25.0,,45,,,,,,,,49.91,-114.36
2455,21514,DB6013,1992,7/20/1992 14:50,1992-07-20 14:55:00,UNP,,,,,49.5912,-114.4263,7/20/1992 14:55,FPD Staff,60  minutes,7/20/1992 15:25,0.1,,,,Surface,,,,Incendiary,,N,,,,,,FPD Staff,,,,,,,,,,7/20/1992 17:00,0.1,7/20/1992 17:00,0.1,,,7/20/1992 17:28,0.1,0.1,A,Y,Y,Y,Y,POINT (541446.2761867628 5491139.910203239),Calgary Forest Area,Calgary,14.91666667,1992-07-20,191643,BQ,1992-07-20,,16.0,8.0,60.0,0.01,0.0,0.0,0.01,19.0,,270,76.0,17.0,97.0,2.0,24.0,4.0,0.32,49.61,-114.45
2455,21514,DB6013,1992,7/20/1992 14:50,1992-07-20 14:55:00,UNP,,,,,49.5912,-114.4263,7/20/1992 14:55,FPD Staff,60  minutes,7/20/1992 15:25,0.1,,,,Surface,,,,Incendiary,,N,,,,,,FPD Staff,,,,,,,,,,7/20/1992 17:00,0.1,7/20/1992 17:00,0.1,,,7/20/1992 17:28,0.1,0.1,A,Y,Y,Y,Y,POINT (541446.2761867628 5491139.910203239),Calgary Forest Area,Calgary,14.91666667,1992-07-20,725303,IS,1992-07-20,,11.0,8.0,84.0,0.01,0.0,0.0,0.01,20.0,,270,55.0,7.0,61.0,1.0,11.0,1.0,0.03,49.57,-114.5
2472,21535,DE1018,1992,8/13/1992 20:16,1992-08-13 20:17:00,LKT,,,,,53.0266,-116.6483,8/13/1992 20:17,Forest Officer,10  minutes,8/14/1992 11:50,0.1,,,,Surface,,,,Lightning,,N,,,,,,Forest Officer,,,,,,,,,,8/14/1992 12:15,0.1,8/14/1992 12:15,0.1,,,8/14/1992 13:10,0.1,0.1,A,N,Y,Y,Y,POINT (389498.4125196445 5874148.534736804),Edson Forest Area,Edson,20.28333333,1992-08-13,873064,LO,1992-08-13,,25.0,4.0,26.0,0.0,0.0,0.0,0.0,4.0,,225,93.0,44.0,336.0,8.0,66.0,22.0,6.47,53.03,-116.66
2473,21536,DE1019,1992,8/14/1992 13:43,1992-08-14 13:43:00,LKT,,,,,52.947,-116.6569,8/14/1992 13:43,RAP,10  minutes,8/14/1992 14:00,0.2,,,,Surface,,,,Lightning,,N,,,,,,HAC1R,,,,,,,,,,8/14/1992 17:15,0.2,8/14/1992 17:15,0.2,,,8/14/1992 20:30,0.2,0.2,B,Y,?,Y,Y,POINT (388717.4945453972 5865311.558310991),Edson Forest Area,Edson,13.71666667,1992-08-14,873065,LO,1992-08-14,,24.0,5.0,29.0,0.4,0.0,0.0,0.4,5.0,,90,93.0,48.0,343.0,8.0,71.0,23.0,7.0,53.03,-116.66
2477,21542,DE1025,1992,8/16/1992 18:40,1992-08-16 18:40:00,AIR,,,,,52.9342,-116.6904,8/16/1992 18:40,RAP,10  minutes,8/16/1992 19:30,0.1,,,,Surface,,,,Lightning,,N,,,,,,HAC1R,,,,,,,,,,8/16/1992 19:37,0.1,8/16/1992 19:37,0.1,,,8/16/1992 20:35,0.1,0.1,A,N,?,Y,Y,POINT (386434.1921659667 5863940.879997646),Edson Forest Area,Edson,18.66666667,1992-08-16,873067,LO,1992-08-16,,20.0,4.0,34.0,0.0,0.0,0.0,0.0,8.0,,90,92.0,54.0,357.0,9.0,78.0,26.0,8.69,53.03,-116.66
2505,18113,DL1057,1995,7/8/1995 12:08,1995-07-08 12:09:00,LKT,,,,,57.5605,-113.9197,7/8/1995 12:09,RAP,3 minutes,7/8/1995 15:23,0.01,,,,Surface,,,,Lightning,,N,,,,,,HAC1R,,,,,,,,,,7/8/1995 15:30,0.01,7/8/1995 15:30,0.01,,,7/8/1995 16:56,0.01,0.01,A,N,?,Y,Y,POINT (564608.6741639097 6377742.106870005),Fort McMurray Forest Area,Fort McMurray,12.15,1995-07-08,732860,JE,1995-07-08,,17.0,8.0,57.0,0.0,0.0,0.0,0.0,10.0,35.0,45,88.0,27.0,285.0,5.0,44.0,12.0,2.21,57.5,-113.88
2510,18119,DL2003,1995,4/21/1995 11:28,1995-04-21 11:30:00,UNP,,,,,54.7058,-111.8541,4/21/1995 11:30,Man-up Crew,Project Status,4/21/1995 12:30,6.0,,,,Ground,,,,Resident,,N,,,,,,Man-up Crew,,,,,,,,,,4/21/1995 12:30,6.0,4/21/1995 12:30,6.0,,,4/25/1995 10:30,6.0,6.0,C,,N,Y,N,POINT (702593.4490155821 6064169.596752799),Lac La Biche Forest Area,Lac La Biche,11.5,1995-04-21,842867,LB,1995-04-21,,14.0,-4.0,28.0,0.0,0.0,0.0,0.0,3.0,,135,89.0,17.0,248.0,5.0,29.0,9.0,1.33,54.76,-111.9
2511,18120,DL2004,1995,4/20/1995 16:45,1995-04-20 16:46:00,UNP,,,,,54.6804,-111.9169,4/20/1995 16:46,FPD Staff,Project Status,4/21/1995 13:30,0.5,,,,Surface,,,,Resident,,N,,,,,,FPD Staff,,,,,,,,,,4/21/1995 13:45,0.5,4/21/1995 13:45,0.5,,,4/22/1995 14:40,0.5,0.5,B,,Y,Y,Y,POINT (698674.613956454 6061166.19121303),Lac La Biche Forest Area,Lac La Biche,16.76666667,1995-04-20,842866,LB,1995-04-20,,11.0,-3.0,39.0,0.0,0.0,0.0,0.0,11.0,26.0,315,87.0,14.0,245.0,5.0,24.0,9.0,1.33,54.76,-111.9
2516,18126,DL2010,1995,4/29/1995 20:34,1995-04-29 20:34:00,UNP,,,,,55.9099,-110.5235,4/29/1995 20:34,Man-up Crew,Project Status,4/29/1995 20:36,0.01,,,,Surface,,,,Incendiary,,N,,,,,,Man-up Crew,,,,,,,,,,4/29/1995 20:40,0.01,4/29/1995 20:40,0.01,,,4/29/1995 20:45,0.01,0.01,A,,Y,Y,Y,POINT (779620.8781984488 6202626.127064769),Lac La Biche Forest Area,Lac La Biche,20.56666667,1995-04-29,342056,CP,1995-04-29,,8.0,-1.0,53.0,0.0,0.0,0.0,0.0,8.0,,315,,,,,,,,55.95,-110.5
2523,18815,DE1002,1994,6/4/1994 16:55,1994-06-04 17:00:00,LKT,,,,,52.9761,-116.5907,6/4/1994 17:00,HAC,10  minutes,6/4/1994 20:40,0.01,,,,Surface,,,,Lightning,,N,,,,,,HAC1H,,,,,,,,,,6/4/1994 20:41,0.01,6/4/1994 20:41,0.01,,,6/4/1994 21:50,0.01,0.01,A,Y,?,Y,Y,POINT (393235.0924876521 5868446.451528148),Edson Forest Area,Edson,17.0,1994-06-04,873232,LO,1994-06-04,,19.0,5.0,41.0,0.0,0.0,0.0,0.0,19.0,,270,89.0,29.0,148.0,9.0,39.0,19.0,4.99,53.03,-116.66
2532,18832,DE4003,1994,4/16/1994 14:40,1994-04-16 14:45:00,LKT,,,,,53.6155,-116.5527,,,,4/16/1994 15:10,1.0,,,,Surface,,,,Resident,,N,,,,,,Land Owner,,,,,,,,,,4/16/1994 16:00,1.0,4/16/1994 16:00,1.0,,,4/16/1994 16:30,1.0,1.0,B,,,Y,Y,POINT (397330.4561980074 5939486.212657426),Edson Forest Area,Edson,14.75,1994-04-16,27721,AN,1994-04-16,,16.0,0.0,33.0,0.0,0.0,0.0,0.0,10.0,,270,89.0,11.0,102.0,6.0,17.0,9.0,1.33,53.55,-116.5
2534,18836,DE4007,1994,5/13/1994 16:38,1994-05-13 16:39:00,LKT,,,,,53.5573,-116.5159,5/13/1994 16:39,HAC,30  minutes,5/13/1994 16:52,0.01,,,,Surface,,,,Railroad,,N,,,,,,HAC1H,,,,,,,,,,5/13/1994 16:57,0.01,5/13/1994 16:57,0.01,,,5/13/1994 17:00,0.01,0.01,A,Y,?,Y,Y,POINT (399625.796526884 5932962.093124422),Edson Forest Area,Edson,16.65,1994-05-13,27748,AN,1994-05-13,,10.0,-1.0,46.0,0.0,0.0,0.0,0.0,8.0,,90,85.0,69.0,207.0,3.0,75.0,11.0,1.9,53.55,-116.5
2536,18840,DE4011,1994,6/3/1994 18:18,1994-06-03 18:19:00,LKT,,,,,53.5318,-116.5772,6/3/1994 18:19,HAC,10  minutes,6/3/1994 18:45,0.1,,,,Ground,,,,Lightning,,N,,,,,,HAC1H,,,,,,,,,,6/3/1994 18:46,0.1,6/3/1994 18:46,0.1,,,6/3/1994 19:30,0.1,0.1,A,N,?,Y,Y,POINT (395504.3618771125 5930214.768999737),Edson Forest Area,Edson,18.31666667,1994-06-03,27769,AN,1994-06-03,,21.0,6.0,38.0,0.0,0.0,0.0,0.0,8.0,,225,85.0,34.0,236.0,3.0,50.0,9.0,1.33,53.55,-116.5
2550,19615,DE1002,1993,5/12/1993 20:15,1993-05-12 20:15:00,UNP,,,,,53.1285,-116.7337,5/12/1993 20:15,Air Tanker,10  minutes,5/12/1993 20:34,0.1,,,,Crown,,,,Lightning,,N,,,,,,Air Tanker,,,,,,,,,,5/12/1993 22:15,0.1,5/12/1993 22:15,0.1,,,5/13/1993 9:50,0.1,0.1,A,Y,Y,Y,Y,POINT (384047.8433333002 5885613.2635102),Edson Forest Area,Edson,20.25,1993-05-12,873097,LO,1993-05-12,,23.0,6.0,35.0,0.0,0.0,0.0,0.0,6.0,,135,89.0,22.0,111.0,5.0,29.0,10.0,1.6,53.03,-116.66
2551,19616,DE1003,1993,5/12/1993 20:45,1993-05-12 20:45:00,AIR,,,,,53.0557,-116.6055,5/12/1993 20:45,HAC,10  minutes,5/12/1993 20:50,0.1,,,,Surface,,,,Lightning,,N,,,,,,HAC1H,,,,,,,,,,5/12/1993 21:00,0.1,5/12/1993 21:00,0.1,,,5/12/1993 21:35,0.1,0.1,A,Y,?,Y,Y,POINT (392439.9679701285 5877318.943053079),Edson Forest Area,Edson,20.75,1993-05-12,873097,LO,1993-05-12,,23.0,6.0,35.0,0.0,0.0,0.0,0.0,6.0,,135,89.0,22.0,111.0,5.0,29.0,10.0,1.6,53.03,-116.66
2554,19621,DE2002,1993,4/15/1993 16:15,1993-04-15 16:25:00,UNP,,,,,53.3718,-117.6957,,,,4/15/1993 16:45,0.5,,,,Surface,,,,Incendiary,,N,,,,,,Improvement District,,,,,,,,,,4/15/1993 17:30,0.9,4/15/1993 17:30,0.9,,,4/16/1993 10:30,0.9,0.9,B,,,Y,Y,POINT (320739.2842383689 5914650.431947506),Edson Forest Area,Edson,16.41666667,1993-04-15,38916,AT,1993-04-15,,6.0,-5.0,45.0,0.0,0.0,0.0,0.0,15.0,,90,,,,,,,,53.41,-117.79
2554,19621,DE2002,1993,4/15/1993 16:15,1993-04-15 16:25:00,UNP,,,,,53.3718,-117.6957,,,,4/15/1993 16:45,0.5,,,,Surface,,,,Incendiary,,N,,,,,,Improvement District,,,,,,,,,,4/15/1993 17:30,0.9,4/15/1993 17:30,0.9,,,4/16/1993 10:30,0.9,0.9,B,,,Y,Y,POINT (320739.2842383689 5914650.431947506),Edson Forest Area,Edson,16.41666667,1993-04-15,443038,E6,1993-04-15,,10.0,-8.0,28.0,0.0,0.0,0.0,0.0,8.0,,45,90.0,18.0,158.0,6.0,28.0,11.0,1.9,53.39,-117.6
2555,19623,DE2004,1993,5/1/1993 11:10,1993-05-01 11:10:00,UNP,,,,,53.3899,-117.5482,5/1/1993 11:10,RAP,60  minutes,5/1/1993 11:10,0.1,,,,Ground,,,,Incendiary,,N,,,,,,HAC1R,,,,,,,,,,5/1/1993 11:10,0.1,5/1/1993 11:10,0.1,,,5/2/1993 8:45,0.1,0.1,A,Y,?,Y,Y,POINT (330617.8119274091 5916302.258057852),Edson Forest Area,Edson,11.16666667,1993-05-01,443054,E6,1993-05-01,,14.0,-5.0,28.0,0.0,0.0,0.0,0.0,7.0,,360,89.0,25.0,184.0,5.0,37.0,11.0,1.9,53.39,-117.6
2556,19624,DE2005,1993,5/1/1993 11:15,1993-05-01 11:15:00,UNP,,,,,53.3899,-117.5482,5/1/1993 11:15,RAP,60  minutes,5/1/1993 11:15,0.1,,,,Ground,,,,Incendiary,,N,,,,,,HAC1R,,,,,,,,,,5/1/1993 11:15,0.1,5/1/1993 11:15,0.1,,,5/2/1993 8:45,0.1,0.1,A,Y,?,Y,Y,POINT (330617.8119274091 5916302.258057852),Edson Forest Area,Edson,11.25,1993-05-01,443054,E6,1993-05-01,,14.0,-5.0,28.0,0.0,0.0,0.0,0.0,7.0,,360,89.0,25.0,184.0,5.0,37.0,11.0,1.9,53.39,-117.6
2567,19639,DE3010,1993,8/6/1993 14:15,1993-08-06 14:17:00,LKT,,,,,53.5793,-118.0327,8/6/1993 14:17,HAC,30  minutes,8/6/1993 14:49,0.1,,,,Surface,,,,Lightning,,N,,,,,,HAC1H,,,,,,,,,,8/6/1993 14:59,0.1,8/6/1993 14:59,0.1,,,8/6/1993 15:55,0.1,0.1,A,Y,?,Y,Y,POINT (299316.9241380285 5938615.862351383),Edson Forest Area,Edson,14.28333333,1993-08-06,922854,MO,1993-08-06,,20.0,5.0,37.0,3.8,0.0,0.01,3.81,8.0,,45,74.0,17.0,279.0,1.0,30.0,2.0,0.09,53.53,-118.02
2569,19641,DE4001,1993,4/14/1993 14:54,1993-04-14 14:55:00,LKT,,,,,53.601,-116.4607,,,,4/14/1993 16:10,0.1,,,,Surface,,,,Forest Industry,,N,,,,,,Public,,,,,,,,,,4/14/1993 16:20,0.1,4/14/1993 16:20,0.1,,,4/14/1993 16:23,0.1,0.1,A,,,Y,Y,POINT (403380.2952377924 5937745.033949543),Edson Forest Area,Edson,14.91666667,1993-04-14,27625,AN,1993-04-14,,10.0,-1.0,47.0,0.0,0.0,0.0,0.0,11.0,,225,66.0,9.0,136.0,1.0,15.0,1.0,0.03,53.55,-116.5
2573,19648,DE4008,1993,5/12/1993 18:15,1993-05-12 18:18:00,LKT,,,,,53.5682,-116.4729,,,,5/12/1993 18:25,0.2,,,,Surface,,,,Resident,,N,,,,,,Improvement District,,,,,,,,,,5/12/1993 18:27,0.2,5/12/1993 18:27,0.2,,,5/12/1993 18:35,0.2,0.2,B,,,Y,Y,POINT (402497.8954536751 5934114.390954267),Edson Forest Area,Edson,18.3,1993-05-12,27653,AN,1993-05-12,,25.0,10.0,38.0,0.01,0.0,0.0,0.01,8.0,,270,91.0,33.0,192.0,7.0,46.0,16.0,3.68,53.55,-116.5
2580,19657,DE4017,1993,5/24/1993 13:45,1993-05-24 13:55:00,LKT,,,,,53.6155,-116.4974,5/24/1993 13:55,RAP,60  minutes,5/24/1993 14:03,0.1,,,,Surface,,,,Lightning,,N,,,,,,HAC1R,,,,,,,,,,5/24/1993 14:20,0.1,5/24/1993 14:20,0.1,,,5/24/1993 14:45,0.1,0.1,A,Y,?,Y,Y,POINT (400986.8203295177 5939407.844628146),Edson Forest Area,Edson,13.91666667,1993-05-24,27665,AN,1993-05-24,,17.0,7.0,53.0,2.8,0.0,0.0,2.8,7.0,,90,67.0,33.0,246.0,1.0,49.0,3.0,0.19,53.55,-116.5
2581,19658,DE4018,1993,5/24/1993 13:57,1993-05-24 13:57:00,UNP,,,,,53.6155,-116.4974,5/24/1993 13:57,RAP,60  minutes,5/24/1993 14:03,0.1,,,,Surface,,,,Lightning,,N,,,,,,HAC1R,,,,,,,,,,5/24/1993 14:20,0.1,5/24/1993 14:20,0.1,,,5/24/1993 14:46,0.1,0.1,A,Y,?,Y,Y,POINT (400986.8203295177 5939407.844628146),Edson Forest Area,Edson,13.95,1993-05-24,27665,AN,1993-05-24,,17.0,7.0,53.0,2.8,0.0,0.0,2.8,7.0,,90,67.0,33.0,246.0,1.0,49.0,3.0,0.19,53.55,-116.5
2587,21558,DE2010,1992,8/14/1992 14:35,1992-08-14 14:38:00,UNP,,,,,53.4009,-117.6832,,,,8/14/1992 15:05,0.1,,,,Ground,,,,Lightning,,N,,,,,,Other Agency,,,,,,,,,,8/14/1992 17:15,0.1,8/14/1992 17:15,0.1,,,8/16/1992 18:35,0.1,0.1,A,,,Y,Y,POINT (321692.0367430898 5917854.130461624),Edson Forest Area,Edson,14.63333333,1992-08-14,442946,E6,1992-08-14,,27.0,7.0,28.0,0.0,0.0,0.0,0.0,15.0,,90,94.0,52.0,423.0,16.0,80.0,38.0,17.01,53.39,-117.6
2592,21567,DE3001,1992,4/6/1992 14:15,1992-04-06 15:30:00,UNP,,,,,53.9102,-119.0304,,,,4/6/1992 15:45,0.1,,,,Ground,,,,Recreation,,N,,,,,,Public,,,,,,,,,,4/7/1992 10:45,0.1,4/7/1992 10:45,0.1,,,4/7/1992 15:30,0.1,0.1,A,,,N,Y,POINT (235413.5873655388 5978665.58128916),Edson Forest Area,Edson,15.5,1992-04-06,604820,GC,1992-04-06,,3.0,-3.0,65.0,0.0,1.0,0.0,1.0,9.0,,90,,,,,,,,53.89,-119.1
2603,21582,DE3016,1992,8/7/1992 15:50,1992-08-07 15:53:00,LKT,,,,,53.6975,-118.595,8/7/1992 15:53,RAP,10  minutes,8/7/1992 16:30,0.1,,,,Ground,,,,Lightning,,N,,,,,,HAC1R,,,,,,,,,,8/7/1992 16:50,0.1,8/7/1992 16:50,0.1,,,8/7/1992 17:10,0.1,0.1,A,Y,?,Y,Y,POINT (262785.7643551751 5953486.17018853),Edson Forest Area,Edson,15.88333333,1992-08-07,2140,AC,1992-08-07,,10.0,2.0,58.0,0.4,0.0,0.0,0.4,15.0,,45,,,,,,,,53.73,-118.57
2611,21591,DE3025,1992,8/18/1992 17:32,1992-08-18 17:32:00,LKT,,,,,53.9302,-118.1786,8/18/1992 17:32,RAP,10  minutes,8/18/1992 18:10,0.1,,,,Surface,,,,Lightning,,N,,,,,,HAC1R,,,,,,,,,,8/18/1992 19:00,0.1,8/18/1992 19:00,0.1,,,8/18/1992 19:50,0.1,0.1,A,N,?,Y,Y,POINT (291412.1253811748 5978043.265359122),Edson Forest Area,Edson,17.53333333,1992-08-18,710062,HU,1992-08-18,,22.0,7.0,37.0,0.81,0.0,0.0,0.81,9.0,,135,89.0,55.0,352.0,6.0,79.0,20.0,5.46,53.99,-118.19
2612,21593,DE3027,1992,8/18/1992 19:00,1992-08-18 19:04:00,LKT,,,,,53.6975,-118.6071,8/18/1992 19:04,Air Tanker,10  minutes,8/18/1992 19:14,0.1,,,,Surface,,,,Lightning,,N,,,,,,Air Tanker,,,,,,,,,,8/18/1992 19:25,0.1,8/18/1992 19:25,0.1,,,8/18/1992 20:10,0.1,0.1,A,Y,Y,Y,Y,POINT (261987.6673378234 5953526.648135459),Edson Forest Area,Edson,19.06666667,1992-08-18,2151,AC,1992-08-18,,18.0,6.0,44.0,0.21,0.0,0.0,0.21,21.0,,45,,,,,,,,53.73,-118.57
